booking_id,date_key,hotel_key,market_segment_key,channel_key,customer_type_key,deposit_type_key,is_canceled,reservation_status,lead_time,lead_time_bucket,total_nights,total_guests,adults,children,babies,adr,est_revenue,is_comp_rate,is_adr_outlier,is_zero_night,is_zero_adult,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,total_of_special_requests,days_in_waiting_list,required_car_parking_spaces,reserved_room_type,assigned_room_type,meal,agent,country
75623,20240816,18,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75624,20240227,25,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75625,20241106,23,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75626,20240621,25,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75627,20240307,17,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75628,20240623,20,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75629,20241105,17,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75630,20240928,27,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75631,20241026,19,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75632,20240306,30,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75633,20240821,21,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75634,20240823,27,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75635,20241024,26,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75636,20240323,21,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75637,20240329,19,6,3,3,1,1,Canceled,281,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75638,20241010,18,6,3,3,1,1,Canceled,281,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75639,20240201,24,6,3,3,1,1,Canceled,281,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75640,20240612,23,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75641,20241113,24,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75642,20240505,29,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75643,20240508,17,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75644,20240615,30,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75645,20240414,22,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75646,20241030,28,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75647,20240919,17,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75648,20240116,17,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75649,20240220,16,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75650,20240729,24,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75651,20240917,26,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75652,20240112,20,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75653,20241127,24,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75654,20240206,26,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75655,20240119,19,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75656,20241204,16,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75657,20241022,30,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75658,20240717,27,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75659,20240519,30,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75660,20240720,16,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75661,20240522,20,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75662,20240215,22,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75663,20241021,18,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75664,20240104,24,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75665,20240617,29,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75666,20240812,27,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75667,20241107,29,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75668,20241211,26,6,3,3,1,1,Canceled,290,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75669,20240113,27,6,3,3,1,1,Canceled,290,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75670,20240724,22,6,3,3,1,1,Canceled,290,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75671,20240709,21,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75672,20240426,28,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75673,20240327,30,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75674,20240203,22,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75675,20240427,28,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75676,20240320,27,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75677,20240325,27,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75678,20241224,18,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75679,20240830,19,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75680,20240603,26,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75681,20240822,23,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75682,20240331,19,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75683,20241103,29,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75684,20241125,26,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75685,20240117,19,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75686,20240429,24,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75687,20240706,30,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75688,20241021,24,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75689,20240721,30,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75690,20240924,25,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75691,20241127,26,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75692,20240907,26,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75693,20240106,17,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75694,20241229,28,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75695,20240729,22,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75696,20240107,29,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75697,20240903,29,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75698,20241118,30,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75699,20240503,19,6,3,3,1,1,Canceled,295,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75700,20240820,17,6,3,3,1,1,Canceled,295,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75701,20240427,23,6,3,3,1,1,Canceled,295,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75702,20241026,23,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75703,20240312,25,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75704,20240219,18,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75705,20240505,29,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75706,20241107,26,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75707,20241105,20,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75708,20241128,25,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75709,20240712,19,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75710,20241006,24,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75711,20240606,28,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75712,20240824,28,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75713,20241221,25,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75714,20240910,17,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75715,20240811,24,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75716,20240101,28,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75717,20240524,27,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75718,20241108,30,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75719,20240127,20,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75720,20240209,18,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75721,20241014,30,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75722,20240222,30,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75723,20240505,24,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75724,20241003,23,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75725,20241002,29,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75726,20240502,20,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75727,20240212,22,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75728,20240306,17,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75729,20240322,27,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75730,20240620,19,6,3,3,1,1,Canceled,302,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75731,20240305,28,6,3,3,1,1,Canceled,302,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75732,20240428,16,6,3,3,1,1,Canceled,302,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75733,20240126,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75734,20240706,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75735,20240928,26,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75736,20240425,25,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75737,20241119,28,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75738,20240926,18,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75739,20240331,26,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75740,20240904,26,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75741,20240212,17,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75742,20240908,23,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75743,20241006,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75744,20240819,28,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75745,20240926,22,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75746,20241224,27,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75747,20240714,22,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75748,20240915,26,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75749,20240721,18,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75750,20240605,28,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75751,20240625,20,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75752,20240115,22,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75753,20241004,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75754,20240705,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75755,20241215,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75756,20241022,16,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75757,20240104,21,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75758,20240803,16,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75759,20241019,29,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75760,20240918,29,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75761,20240902,23,6,3,3,1,1,Canceled,312,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75762,20240401,18,6,3,3,1,1,Canceled,312,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75763,20240802,22,6,3,3,1,1,Canceled,312,90+ days,4,1,1,0,0,60.0,240.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75764,20240615,16,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75765,20240525,26,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75766,20240319,18,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75767,20240128,20,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75768,20240715,28,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75769,20241023,24,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75770,20240712,24,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75771,20241216,18,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75772,20240306,28,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75773,20241205,27,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75774,20241127,22,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75775,20241011,28,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75776,20241024,26,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75777,20240602,26,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75778,20240506,28,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75779,20240527,18,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75780,20241004,29,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75781,20240407,17,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75782,20241005,22,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75783,20240520,18,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75784,20240407,21,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75785,20240906,28,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
75786,20240826,23,6,3,3,1,1,Canceled,323,90+ days,4,2,2,0,0,62.0,248.0,0,0,0,0,0,1,0,0,0,0,0,A,A,BB,1,PRT
